MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170516,West,86.06,9.44,4.33,0.16,0,0,5/16/2017,5/22/2017,2
20170509,High Plains,85.66,13.87,0.47,0,0,0,5/9/2017,5/15/2017,2
20170509,West,86.87,8.61,4.36,0.16,0,0,5/9/2017,5/15/2017,2
20170502,High Plains,92.76,6.49,0.75,0,0,0,5/2/2017,5/8/2017,2
20170502,West,87.17,10.11,2.56,0.16,0,0,5/2/2017,5/8/2017,2
20170425,High Plains,79.91,16.24,3.85,0,0,0,4/25/2017,5/1/2017,2
20170425,West,81.9,14.28,3.65,0.16,0,0,4/25/2017,5/1/2017,2
20170418,High Plains,70.78,24.56,4.66,0,0,0,4/18/2017,4/24/2017,2
20170418,West,79.85,16.03,3.95,0.16,0,0,4/18/2017,4/24/2017,2
20170411,High Plains,72.05,20.41,7.55,0,0,0,4/11/2017,4/17/2017,2
20170411,West,81.58,13.4,4.85,0.16,0,0,4/11/2017,4/17/2017,2
20170404,High Plains,70.57,18.39,10.33,0.7,0,0,4/4/2017,4/10/2017,2
20170404,West,81.41,13.1,5.06,0.43,0,0,4/4/2017,4/10/2017,2
20170328,High Plains,62.61,20.39,14.89,1.98,0.13,0,3/28/2017,4/3/2017,2
20170328,West,80.63,13.32,5.6,0.43,0.02,0,3/28/2017,4/3/2017,2
20170321,High Plains,59.21,18.67,19.62,2.37,0.13,0,3/21/2017,3/27/2017,2
20170321,West,80.44,11.88,7.06,0.6,0.02,0,3/21/2017,3/27/2017,2
20170314,High Plains,64.7,14.62,18.32,2.23,0.13,0,3/14/2017,3/20/2017,2
20170314,West,83.68,9,6.76,0.53,0.02,0,3/14/2017,3/20/2017,2
20170307,High Plains,64.75,15.55,17.84,1.73,0.13,0,3/7/2017,3/13/2017,2
20170307,West,83.42,9.76,6.48,0.33,0.02,0,3/7/2017,3/13/2017,2
20170228,High Plains,65.37,15.29,17.92,1.41,0,0,2/28/2017,3/6/2017,2
20170228,West,79.07,13.95,6.24,0.75,0,0,2/28/2017,3/6/2017,2
20170221,High Plains,63.26,17.79,17.53,1.41,0,0,2/21/2017,2/27/2017,2
20170221,West,77.21,14.25,7.78,0.76,0,0,2/21/2017,2/27/2017,2
20170214,High Plains,63.16,17.89,17.72,1.23,0,0,2/14/2017,2/20/2017,2
20170214,West,73.57,16.74,8.57,1.01,0.1,0,2/14/2017,2/20/2017,2
20170207,High Plains,63.29,18.11,17.37,1.23,0,0,2/7/2017,2/13/2017,2
20170207,West,73.67,13.75,11.01,1.48,0.1,0,2/7/2017,2/13/2017,2
20170131,High Plains,62.4,19,17.37,1.23,0,0,1/31/2017,2/6/2017,2
20170131,West,70.84,15.78,10.55,2.58,0.25,0,1/31/2017,2/6/2017,2
20170124,High Plains,59.83,21.56,16.32,2.28,0,0,1/24/2017,1/30/2017,2
20170124,West,69.26,16.37,10.37,3.72,0.29,0,1/24/2017,1/30/2017,2
20170117,High Plains,59.07,21.72,16.9,2.3,0,0,1/17/2017,1/23/2017,2
20170117,West,65.21,19.08,9.31,3.15,2.96,0.28,1/17/2017,1/23/2017,2
20170110,High Plains,56.17,22,18.09,3.73,0,0,1/10/2017,1/16/2017,2
20170110,West,64.95,18.94,8.92,3.48,3.42,0.28,1/10/2017,1/16/2017,2
20170103,High Plains,50.65,27.82,17.68,3.85,0,0,1/3/2017,1/9/2017,2
20170103,West,54.19,24.3,12.98,3.42,2.67,2.44,1/3/2017,1/9/2017,2
20161227,High Plains,50.65,27.82,17.49,4.05,0,0,12/27/2016,1/2/2017,2
20161227,West,52.19,25.35,13.36,3.67,2.99,2.44,12/27/2016,1/2/2017,2
20161220,High Plains,44.85,32.47,18,4.68,0,0,12/20/2016,12/26/2016,2
20161220,West,44,30.4,15.78,4.27,2.92,2.63,12/20/2016,12/26/2016,2
20161213,High Plains,44.22,33.11,18,4.68,0,0,12/13/2016,12/19/2016,2
20161213,West,43.15,30.87,15.96,4.3,2.93,2.81,12/13/2016,12/19/2016,2
20161206,High Plains,41.52,36.01,18.25,4.23,0,0,12/6/2016,12/12/2016,2
20161206,West,43.2,30.82,15.96,4.29,2.93,2.81,12/6/2016,12/12/2016,2
20161129,High Plains,40.36,37.67,19.27,2.7,0,0,11/29/2016,12/5/2016,2
20161129,West,43.28,31.14,15.69,4.17,2.93,2.81,11/29/2016,12/5/2016,2
20161122,High Plains,43.95,35.01,20.05,1,0,0,11/22/2016,11/28/2016,2
20161122,West,43.92,30.5,15.69,4.17,2.93,2.81,11/22/2016,11/28/2016,2
20161115,High Plains,46.78,32.56,19.66,1,0,0,11/15/2016,11/21/2016,2
20161115,West,43.92,30.5,15.69,4.17,2.93,2.81,11/15/2016,11/21/2016,2
20161108,High Plains,49.19,35.68,14.57,0.56,0,0,11/8/2016,11/14/2016,2
20161108,West,44.17,31.15,14.97,3.98,2.93,2.81,11/8/2016,11/14/2016,2
20161101,High Plains,51.6,35.5,12.35,0.56,0,0,11/1/2016,11/7/2016,2
20161101,West,44.71,30.03,14.08,5.45,2.93,2.81,11/1/2016,11/7/2016,2
20161025,High Plains,61.59,29.66,8.19,0.56,0,0,10/25/2016,10/31/2016,2
20161025,West,48.25,27.29,13.22,5.51,2.93,2.81,10/25/2016,10/31/2016,2
20161018,High Plains,67.71,25.79,5.94,0.56,0,0,10/18/2016,10/24/2016,2
20161018,West,47.36,27.88,13.53,5.51,2.93,2.81,10/18/2016,10/24/2016,2
20161011,High Plains,74.82,18.73,5.88,0.56,0,0,10/11/2016,10/17/2016,2
20161011,West,37.98,34.87,15.05,6.36,2.93,2.81,10/11/2016,10/17/2016,2
20161004,High Plains,73.07,19.15,6.27,1.51,0,0,10/4/2016,10/10/2016,2
20161004,West,31.3,38.56,17.04,7.37,2.93,2.81,10/4/2016,10/10/2016,2
20160927,High Plains,70.86,20.49,5.97,2.52,0.17,0,9/27/2016,10/3/2016,2
20160927,West,27.78,41.27,17.5,7.68,2.97,2.81,9/27/2016,10/3/2016,2
20160920,High Plains,69.87,19.33,7.7,2.93,0.17,0,9/20/2016,9/26/2016,2
20160920,West,23.39,44.34,18.6,7.9,2.97,2.81,9/20/2016,9/26/2016,2
20160913,High Plains,69.99,19.28,7.7,2.86,0.17,0,9/13/2016,9/19/2016,2
20160913,West,24.91,43.42,17.91,8,2.97,2.81,9/13/2016,9/19/2016,2
20160906,High Plains,70.14,19.01,6.84,3.69,0.32,0,9/6/2016,9/12/2016,2
20160906,West,22.73,42.14,21.78,7.57,2.99,2.81,9/6/2016,9/12/2016,2
20160830,High Plains,67.61,20.38,8.15,3.14,0.72,0,8/30/2016,9/5/2016,2
20160830,West,24.36,40.89,21.91,6.84,3.19,2.81,8/30/2016,9/5/2016,2
20160823,High Plains,64.09,24.49,7.34,3.35,0.72,0,8/23/2016,8/29/2016,2
20160823,West,23.76,42.32,20.97,6.96,3.19,2.81,8/23/2016,8/29/2016,2
20160816,High Plains,63.7,24.82,7.49,2.85,1.14,0,8/16/2016,8/22/2016,2
20160816,West,24.8,41.66,20.43,6.98,3.31,2.81,8/16/2016,8/22/2016,2
20160809,High Plains,60.45,25.92,9.48,2.68,1.48,0,8/9/2016,8/15/2016,2
20160809,West,24.25,42.02,20.54,7.11,3.29,2.81,8/9/2016,8/15/2016,2
20160802,High Plains,62.58,24.06,9.32,2.56,1.48,0,8/2/2016,8/8/2016,2
20160802,West,27.57,40.26,21.07,5.01,3.29,2.81,8/2/2016,8/8/2016,2
20160726,High Plains,64.83,21.91,9.13,2.35,1.78,0,7/26/2016,8/1/2016,2
20160726,West,27.68,40.68,20.04,5.42,3.38,2.81,7/26/2016,8/1/2016,2
20160719,High Plains,68.46,20.87,6.77,2.12,1.78,0,7/19/2016,7/25/2016,2
20160719,West,31.17,39.66,17.73,5.26,3.38,2.81,7/19/2016,7/25/2016,2
20160712,High Plains,78.24,13.8,6.18,1.5,0.28,0,7/12/2016,7/18/2016,2
20160712,West,34.31,37.6,16.98,5.31,2.99,2.81,7/12/2016,7/18/2016,2
20160705,High Plains,75.94,14.76,7.46,1.55,0.28,0,7/5/2016,7/11/2016,2
20160705,West,34.6,37.32,16.99,5.29,2.99,2.81,7/5/2016,7/11/2016,2
20160628,High Plains,72.49,18.31,7.37,1.54,0.28,0,6/28/2016,7/4/2016,2
20160628,West,35.8,36.55,16.57,5.29,2.99,2.81,6/28/2016,7/4/2016,2
20160621,High Plains,81.43,13.39,4.14,1.04,0,0,6/21/2016,6/27/2016,2
20160621,West,37.93,34.66,16.49,5.19,2.93,2.81,6/21/2016,6/27/2016,2
20160614,High Plains,83.91,12.62,3.23,0.25,0,0,6/14/2016,6/20/2016,2
20160614,West,38.27,34.41,16.58,5.01,2.93,2.81,6/14/2016,6/20/2016,2
20160607,High Plains,86.48,11.03,2.24,0.25,0,0,6/7/2016,6/13/2016,2
20160607,West,40.4,31.7,17.17,4.52,3.41,2.81,6/7/2016,6/13/2016,2
20160531,High Plains,90.91,8.09,1,0,0,0,5/31/2016,6/6/2016,2
20160531,West,45.16,27.67,17.17,3.77,3.43,2.81,5/31/2016,6/6/2016,2
20160524,High Plains,92.04,6.96,0.8,0.2,0,0,5/24/2016,5/30/2016,2
20160524,West,45.06,24.11,19.85,4.74,3.43,2.81,5/24/2016,5/30/2016,2
20160517,High Plains,91.73,7.27,0.8,0.2,0,0,5/17/2016,5/23/2016,2
20160517,West,45.83,22.98,19.05,5.9,3.43,2.81,5/17/2016,5/23/2016,2
20160510,High Plains,91.43,7.44,0.79,0.33,0,0,5/10/2016,5/16/2016,2
20160510,West,46.2,21.07,19.32,4.86,5.74,2.81,5/10/2016,5/16/2016,2
20160503,High Plains,86.06,12.63,0.98,0.33,0,0,5/3/2016,5/9/2016,2
20160503,West,43.75,23.2,19.2,5.14,5.91,2.81,5/3/2016,5/9/2016,2
20160426,High Plains,72.56,23.9,3.21,0.33,0,0,4/26/2016,5/2/2016,2
20160426,West,38.85,26.4,19.97,6.07,5.91,2.81,4/26/2016,5/2/2016,2
20160419,High Plains,62.82,30.11,6.73,0.33,0,0,4/19/2016,4/25/2016,2
20160419,West,40.56,24.69,19.87,6.18,5.91,2.81,4/19/2016,4/25/2016,2
20160412,High Plains,47.69,35.54,16.35,0.42,0,0,4/12/2016,4/18/2016,2
20160412,West,38.87,25.38,20.6,5.62,5.2,4.33,4/12/2016,4/18/2016,2
20160405,High Plains,49.98,37.93,11.76,0.33,0,0,4/5/2016,4/11/2016,2
20160405,West,38.5,25.86,20.55,5.56,5.2,4.33,4/5/2016,4/11/2016,2
20160329,High Plains,50.67,40.71,8.2,0.41,0,0,3/29/2016,4/4/2016,2
20160329,West,32.63,33.12,19.42,5.29,4.79,4.74,3/29/2016,4/4/2016,2
20160322,High Plains,53.51,40.58,5.49,0.41,0,0,3/22/2016,3/28/2016,2
20160322,West,32.38,33.52,18.7,5.86,4.8,4.74,3/22/2016,3/28/2016,2
20160315,High Plains,59.18,36.6,3.81,0.41,0,0,3/15/2016,3/21/2016,2
20160315,West,32.27,37.44,13.91,6.83,4.8,4.74,3/15/2016,3/21/2016,2
20160308,High Plains,65.56,31.41,2.62,0.41,0,0,3/8/2016,3/14/2016,2
20160308,West,33.33,35.84,12.03,8.52,4.72,5.55,3/8/2016,3/14/2016,2
20160301,High Plains,70.76,26.05,2.77,0.41,0,0,3/1/2016,3/7/2016,2
20160301,West,34.49,29.72,16.09,9.42,4.72,5.55,3/1/2016,3/7/2016,2
20160223,High Plains,73.57,23.4,2.8,0.23,0,0,2/23/2016,2/29/2016,2
20160223,West,37.06,26.69,16.55,9.43,4.72,5.55,2/23/2016,2/29/2016,2
20160216,High Plains,73.5,23.53,2.97,0,0,0,2/16/2016,2/22/2016,2
20160216,West,38.68,24.75,16.96,9.26,4.79,5.55,2/16/2016,2/22/2016,2
20160209,High Plains,74.06,22.97,2.97,0,0,0,2/9/2016,2/15/2016,2
20160209,West,38.22,24.63,17.25,9.11,5.23,5.55,2/9/2016,2/15/2016,2
20160202,High Plains,73.43,23.6,2.97,0,0,0,2/2/2016,2/8/2016,2
20160202,West,37.77,23.77,17.07,9.7,5.99,5.7,2/2/2016,2/8/2016,2
20160126,High Plains,77.6,19.43,2.97,0,0,0,1/26/2016,2/1/2016,2
20160126,West,37.8,23.75,16.86,9.9,5.88,5.81,1/26/2016,2/1/2016,2
20160119,High Plains,77.6,19.43,2.97,0,0,0,1/19/2016,1/25/2016,2
20160119,West,37.36,22.46,18.6,9.32,6.13,6.14,1/19/2016,1/25/2016,2
20160112,High Plains,77.38,19.67,2.95,0,0,0,1/12/2016,1/18/2016,2
20160112,West,36.54,21.06,17.1,12.21,6.53,6.56,1/12/2016,1/18/2016,2
20160105,High Plains,77.39,20.33,2.29,0,0,0,1/5/2016,1/11/2016,2
20160105,West,33.48,21.35,19.74,12.34,6.24,6.85,1/5/2016,1/11/2016,2
20151229,High Plains,78.82,19.6,1.58,0,0,0,12/29/2015,1/4/2016,2
20151229,West,33.17,21.75,15.77,13.38,9.07,6.85,12/29/2015,1/4/2016,2
20151222,High Plains,77.68,20.74,1.58,0,0,0,12/22/2015,12/28/2015,2
20151222,West,31.8,21.85,14.27,15.37,9.86,6.85,12/22/2015,12/28/2015,2
20151215,High Plains,75.16,23.92,0.92,0,0,0,12/15/2015,12/21/2015,2
20151215,West,30.8,21.95,13.99,16.55,9.86,6.85,12/15/2015,12/21/2015,2
20151208,High Plains,66.45,31.52,2.03,0,0,0,12/8/2015,12/14/2015,2
20151208,West,29.56,22.26,11.81,16.15,13.37,6.85,12/8/2015,12/14/2015,2
20151201,High Plains,66.12,31.85,2.03,0,0,0,12/1/2015,12/7/2015,2
20151201,West,28.98,22.14,11.65,16.07,14.31,6.85,12/1/2015,12/7/2015,2
20151124,High Plains,64.31,32.21,3.47,0,0,0,11/24/2015,11/30/2015,2
20151124,West,28.26,21.18,12.96,16.26,14.5,6.85,11/24/2015,11/30/2015,2
20151117,High Plains,62.15,33.76,4.09,0,0,0,11/17/2015,11/23/2015,2
20151117,West,26.63,22.18,13.46,16.27,14.61,6.85,11/17/2015,11/23/2015,2
20151110,High Plains,61.62,33.34,5.04,0,0,0,11/10/2015,11/16/2015,2
20151110,West,27.94,18.74,14.67,17.18,14.61,6.85,11/10/2015,11/16/2015,2
20151103,High Plains,59.07,36.76,4.17,0,0,0,11/3/2015,11/9/2015,2
20151103,West,27.09,18.46,15.26,16.77,15.51,6.9,11/3/2015,11/9/2015,2
20151027,High Plains,59.12,36.93,3.95,0,0,0,10/27/2015,11/2/2015,2
20151027,West,26.79,17.79,14.21,14.98,18.61,7.62,10/27/2015,11/2/2015,2
20151020,High Plains,53.53,42.9,3.56,0,0,0,10/20/2015,10/26/2015,2
20151020,West,22.91,21.02,14.75,15.09,18.61,7.62,10/20/2015,10/26/2015,2
20151013,High Plains,66.75,32.44,0.82,0,0,0,10/13/2015,10/19/2015,2
20151013,West,25.31,17.63,15.14,15.48,18.82,7.62,10/13/2015,10/19/2015,2
20151006,High Plains,73.41,25.77,0.82,0,0,0,10/6/2015,10/12/2015,2
20151006,West,25.71,17.23,14.63,15.99,18.82,7.62,10/6/2015,10/12/2015,2
20150929,High Plains,75.58,23.61,0.82,0,0,0,9/29/2015,10/5/2015,2
20150929,West,22.77,19.42,15.4,15.92,18.88,7.62,9/29/2015,10/5/2015,2
20150922,High Plains,78.98,20.2,0.82,0,0,0,9/22/2015,9/28/2015,2
20150922,West,22.79,19.03,15.7,15.75,19.12,7.62,9/22/2015,9/28/2015,2
20150915,High Plains,86.37,13.21,0.42,0,0,0,9/15/2015,9/21/2015,2
20150915,West,24.68,15.66,16.97,15.96,19.12,7.62,9/15/2015,9/21/2015,2
20150908,High Plains,86.3,13.54,0.16,0,0,0,9/8/2015,9/14/2015,2
20150908,West,24.68,15.65,16.97,15.96,19.12,7.62,9/8/2015,9/14/2015,2
20150901,High Plains,91.92,7.92,0.16,0,0,0,9/1/2015,9/7/2015,2
20150901,West,25.33,15,16.97,15.96,19.12,7.62,9/1/2015,9/7/2015,2
20150825,High Plains,93.79,6.04,0.16,0,0,0,8/25/2015,8/31/2015,2
20150825,West,25.9,14.72,16.85,14.93,19.98,7.62,8/25/2015,8/31/2015,2
20150818,High Plains,93.89,6.02,0.1,0,0,0,8/18/2015,8/24/2015,2
20150818,West,26.53,14.56,16.89,18.32,16.07,7.62,8/18/2015,8/24/2015,2
20150811,High Plains,93.24,6.67,0.1,0,0,0,8/11/2015,8/17/2015,2
20150811,West,26.53,13.52,17.52,19.21,15.6,7.62,8/11/2015,8/17/2015,2
20150804,High Plains,84.98,14.36,0.67,0,0,0,8/4/2015,8/10/2015,2
20150804,West,26.53,13.38,17.1,20.75,15.07,7.17,8/4/2015,8/10/2015,2
20150728,High Plains,84.98,14.36,0.67,0,0,0,7/28/2015,8/3/2015,2
20150728,West,26.53,13.38,17.1,20.75,15.07,7.17,7/28/2015,8/3/2015,2
20150721,High Plains,88.44,10.9,0.67,0,0,0,7/21/2015,7/27/2015,2
20150721,West,25.49,13.47,19.12,23.05,11.7,7.17,7/21/2015,7/27/2015,2
20150714,High Plains,89.71,9.63,0.67,0,0,0,7/14/2015,7/20/2015,2
20150714,West,25.49,13.14,17.61,24.89,11.7,7.17,7/14/2015,7/20/2015,2
20150707,High Plains,85.54,13.8,0.67,0,0,0,7/7/2015,7/13/2015,2
20150707,West,22.4,16.46,18.1,24.17,11.61,7.26,7/7/2015,7/13/2015,2
20150630,High Plains,82.6,16.02,1.38,0,0,0,6/30/2015,7/6/2015,2
20150630,West,23.9,15.72,21.38,21.87,9.87,7.26,6/30/2015,7/6/2015,2
20150623,High Plains,82.6,16.02,1.38,0,0,0,6/23/2015,6/29/2015,2
20150623,West,23.93,18.22,21.98,18.75,9.87,7.26,6/23/2015,6/29/2015,2
20150616,High Plains,81.03,17.08,1.9,0,0,0,6/16/2015,6/22/2015,2
20150616,West,27.93,15.9,21.69,17.34,9.87,7.26,6/16/2015,6/22/2015,2
20150609,High Plains,76.62,20.83,2.55,0,0,0,6/9/2015,6/15/2015,2
20150609,West,26.12,18.63,20.56,17.18,9.74,7.78,6/9/2015,6/15/2015,2
20150602,High Plains,71.94,21.94,6.12,0,0,0,6/2/2015,6/8/2015,2
20150602,West,25.23,17.79,21.07,17.93,10.04,7.94,6/2/2015,6/8/2015,2
20150526,High Plains,68.56,24.76,6.48,0.2,0,0,5/26/2015,6/1/2015,2
20150526,West,25.37,17.6,21.12,18.33,9.64,7.94,5/26/2015,6/1/2015,2
20150519,High Plains,54.18,27.29,15.79,2.74,0,0,5/19/2015,5/25/2015,2
20150519,West,23.49,15.82,24.12,18.99,9.64,7.95,5/19/2015,5/25/2015,2
20150512,High Plains,40.32,28.78,23.87,6.95,0.08,0,5/12/2015,5/18/2015,2
20150512,West,22.69,14.21,25.06,20.5,9.59,7.95,5/12/2015,5/18/2015,2
20150505,High Plains,33.23,22.82,28.94,14.76,0.24,0,5/5/2015,5/11/2015,2
20150505,West,23.35,13.43,24.17,21.51,9.59,7.95,5/5/2015,5/11/2015,2
20150428,High Plains,33.15,22.98,29.64,13.71,0.51,0,4/28/2015,5/4/2015,2
20150428,West,26.14,11.74,22.79,21.69,9.69,7.95,4/28/2015,5/4/2015,2
20150421,High Plains,32.92,26.13,28.28,12,0.66,0,4/21/2015,4/27/2015,2
20150421,West,28.21,10.28,23.56,20.77,9.24,7.95,4/21/2015,4/27/2015,2
20150414,High Plains,26.09,33.23,27.85,12.03,0.79,0,4/14/2015,4/20/2015,2
20150414,West,26.55,12.45,23.09,20.88,9.4,7.63,4/14/2015,4/20/2015,2
20150407,High Plains,25.24,38.8,23.22,11.95,0.79,0,4/7/2015,4/13/2015,2
20150407,West,27.7,12.5,22.09,20.68,9.4,7.63,4/7/2015,4/13/2015,2
20150331,High Plains,27.26,36.78,24.06,11.6,0.3,0,3/31/2015,4/6/2015,2
20150331,West,28.49,11.71,22.91,19.85,9.8,7.23,3/31/2015,4/6/2015,2
20150324,High Plains,27.64,44.06,20.23,7.77,0.3,0,3/24/2015,3/30/2015,2
20150324,West,28.74,11.47,26.94,15.81,9.8,7.23,3/24/2015,3/30/2015,2
20150317,High Plains,36.64,38.1,19.74,5.21,0.3,0,3/17/2015,3/23/2015,2
20150317,West,29.93,9.77,29.28,14.4,9.58,7.04,3/17/2015,3/23/2015,2
20150310,High Plains,45.43,33.44,15.62,5.21,0.3,0,3/10/2015,3/16/2015,2
20150310,West,29.72,10.48,29.88,13.31,9.58,7.04,3/10/2015,3/16/2015,2
20150303,High Plains,46.08,33.26,15.15,5.21,0.3,0,3/3/2015,3/9/2015,2
20150303,West,29.95,10.25,30.32,12.86,9.58,7.04,3/3/2015,3/9/2015,2
20150224,High Plains,46.08,33.26,15.15,5.21,0.3,0,2/24/2015,3/2/2015,2
20150224,West,30.07,10.02,28.84,13.68,10.34,7.04,2/24/2015,3/2/2015,2
20150217,High Plains,46.61,33.21,14.67,5.21,0.3,0,2/17/2015,2/23/2015,2
20150217,West,31.2,10.27,27.93,13.38,10.02,7.21,2/17/2015,2/23/2015,2
20150210,High Plains,46.61,40.75,7.13,5.21,0.3,0,2/10/2015,2/16/2015,2
20150210,West,30.41,16.94,22.02,13.53,10.14,6.96,2/10/2015,2/16/2015,2
20150203,High Plains,50.35,37.16,6.98,5.2,0.3,0,2/3/2015,2/9/2015,2
20150203,West,30.68,16.58,21.39,12.83,11.56,6.96,2/3/2015,2/9/2015,2
20150127,High Plains,51.17,36.37,6.95,5.2,0.3,0,1/27/2015,2/2/2015,2
20150127,West,31.1,15.12,20.41,14.64,11.76,6.96,1/27/2015,2/2/2015,2
20150120,High Plains,56.27,32.38,5.84,5.2,0.3,0,1/20/2015,1/26/2015,2
20150120,West,35.52,11.38,19.47,15.11,12.16,6.35,1/20/2015,1/26/2015,2
20150113,High Plains,59.44,29.27,5.78,5.2,0.3,0,1/13/2015,1/19/2015,2
20150113,West,34.29,12.49,20.04,14.66,12.16,6.35,1/13/2015,1/19/2015,2
20150106,High Plains,59.44,29.27,5.78,5.2,0.3,0,1/6/2015,1/12/2015,2
20150106,West,34.82,10.94,20.93,14.74,13.17,5.4,1/6/2015,1/12/2015,2
20141230,High Plains,59.44,29.27,5.82,5.1,0.36,0,12/30/2014,1/5/2015,2
20141230,West,34.76,10.76,20.99,14.82,13.27,5.4,12/30/2014,1/5/2015,2
20141223,High Plains,59.44,29.27,5.82,5.1,0.36,0,12/23/2014,12/29/2014,2
20141223,West,34.61,10.79,20.91,15.02,13.27,5.4,12/23/2014,12/29/2014,2
20141216,High Plains,61.11,27.61,5.82,5.1,0.36,0,12/16/2014,12/22/2014,2
20141216,West,34.51,10.64,20.95,15.15,13.35,5.4,12/16/2014,12/22/2014,2
20141209,High Plains,60.95,27.59,5.83,5.27,0.36,0,12/9/2014,12/15/2014,2
20141209,West,34.32,10.52,21.15,15.03,10.53,8.45,12/9/2014,12/15/2014,2
20141202,High Plains,60.95,27.59,5.83,5.27,0.36,0,12/2/2014,12/8/2014,2
20141202,West,34.32,10.52,21.15,15.03,10.53,8.45,12/2/2014,12/8/2014,2
20141125,High Plains,64.4,24.43,5.54,5.27,0.36,0,11/25/2014,12/1/2014,2
20141125,West,34.72,10.29,21.11,15.13,10.3,8.45,11/25/2014,12/1/2014,2
20141118,High Plains,74.05,14.78,5.54,5.27,0.36,0,11/18/2014,11/24/2014,2
20141118,West,34.66,10.36,21.11,15.13,10.3,8.45,11/18/2014,11/24/2014,2
20141111,High Plains,74.05,14.78,5.54,5.27,0.36,0,11/11/2014,11/17/2014,2
20141111,West,34.62,10.93,20.28,15.41,10.3,8.45,11/11/2014,11/17/2014,2
20141104,High Plains,77.9,10.91,5.56,5.27,0.36,0,11/4/2014,11/10/2014,2
20141104,West,34.59,10.93,20.32,15.41,10.3,8.45,11/4/2014,11/10/2014,2
20141028,High Plains,79.69,9.62,5.03,5.29,0.36,0,10/28/2014,11/3/2014,2
20141028,West,34.52,10.43,20.41,15.56,10.18,8.9,10/28/2014,11/3/2014,2
20141021,High Plains,80.15,9.44,4.75,5.29,0.36,0,10/21/2014,10/27/2014,2
20141021,West,31.95,12.49,20.74,15.74,10.18,8.9,10/21/2014,10/27/2014,2
20141014,High Plains,80.03,9.56,4.75,5.29,0.36,0,10/14/2014,10/20/2014,2
20141014,West,31.95,12.49,20.49,15.32,10.86,8.9,10/14/2014,10/20/2014,2
20141007,High Plains,79.44,8.83,5.75,5.15,0.83,0,10/7/2014,10/13/2014,2
20141007,West,31.51,12.97,19.87,15.7,11.06,8.9,10/7/2014,10/13/2014,2
20140930,High Plains,78.99,8.86,6.17,5.12,0.86,0,9/30/2014,10/6/2014,2
20140930,West,31.48,12.95,19.92,15.7,11.06,8.9,9/30/2014,10/6/2014,2
20140923,High Plains,77.83,9.69,7.11,4.57,0.8,0,9/23/2014,9/29/2014,2
20140923,West,31.18,12.4,20.46,15.96,11.1,8.9,9/23/2014,9/29/2014,2
20140916,High Plains,77.31,9.97,7.04,4.8,0.87,0,9/16/2014,9/22/2014,2
20140916,West,29.74,13.02,18.55,18.81,10.98,8.9,9/16/2014,9/22/2014,2
20140909,High Plains,75.75,11.51,7.06,4.25,1.43,0,9/9/2014,9/15/2014,2
20140909,West,28.38,14.26,18.1,19.43,10.94,8.9,9/9/2014,9/15/2014,2
20140902,High Plains,73.3,9.57,10.98,4.72,1.43,0,9/2/2014,9/8/2014,2
20140902,West,28.38,13.88,17.7,19.88,11.26,8.9,9/2/2014,9/8/2014,2
20140826,High Plains,67.44,11.24,14.86,5.01,1.45,0,8/26/2014,9/1/2014,2
20140826,West,27.5,13.59,17.46,20.83,11.72,8.9,8/26/2014,9/1/2014,2
20140819,High Plains,64.32,14.03,15.2,5,1.45,0,8/19/2014,8/25/2014,2
20140819,West,27.21,13.52,16.44,21.86,12.08,8.9,8/19/2014,8/25/2014,2
20140812,High Plains,63.9,14.37,15.28,4.89,1.56,0,8/12/2014,8/18/2014,2
20140812,West,27.11,13.08,16.17,22.21,12.53,8.9,8/12/2014,8/18/2014,2
20140805,High Plains,62.06,15.14,15.56,5.64,1.48,0.11,8/5/2014,8/11/2014,2
20140805,West,27.71,12.12,16.43,22.39,12.41,8.94,8/5/2014,8/11/2014,2
20140729,High Plains,63.28,15.06,13.06,6.51,1.9,0.19,7/29/2014,8/4/2014,2
20140729,West,27.73,11.34,16.44,22.81,12.71,8.98,7/29/2014,8/4/2014,2
20140722,High Plains,68.33,10.79,12.29,6.39,2.02,0.19,7/22/2014,7/28/2014,2
20140722,West,27.3,12.04,13.49,23.98,17.17,6.02,7/22/2014,7/28/2014,2
20140715,High Plains,68.9,10.45,11.25,6.65,2.56,0.19,7/15/2014,7/21/2014,2
20140715,West,31.51,8.14,13.7,23.09,17.54,6.02,7/15/2014,7/21/2014,2
20140708,High Plains,65.69,12.05,11.07,7.55,3.4,0.25,7/8/2014,7/14/2014,2
20140708,West,31.1,8.4,12.55,24.22,17.69,6.04,7/8/2014,7/14/2014,2
20140701,High Plains,65.67,12.89,10.24,7.25,3.56,0.39,7/1/2014,7/7/2014,2
20140701,West,31.1,8.76,12.16,24.39,17.49,6.1,7/1/2014,7/7/2014,2
20140624,High Plains,63.27,14.22,10.82,6.46,4.85,0.39,6/24/2014,6/30/2014,2
20140624,West,30.81,8.99,12.88,26.97,14.71,5.64,6/24/2014,6/30/2014,2
20140617,High Plains,62.91,13.19,11.55,7.01,4.96,0.39,6/17/2014,6/23/2014,2
20140617,West,30.39,9.34,13.13,26.79,14.71,5.64,6/17/2014,6/23/2014,2
20140610,High Plains,62.26,12.16,12.46,6.09,6.64,0.39,6/10/2014,6/16/2014,2
