MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20110809,West,75.17,6.01,3.52,4.42,5.45,5.44,8/9/2011,8/15/2011,2
20110802,High Plains,77.36,5.36,4.65,5.13,4.7,2.8,8/2/2011,8/8/2011,2
20110802,West,74.9,6.12,3.54,4.34,5.58,5.52,8/2/2011,8/8/2011,2
20110726,High Plains,79.57,5.26,3.2,5.33,4.33,2.31,7/26/2011,8/1/2011,2
20110726,West,74.71,6.28,3.55,4.35,5.56,5.55,7/26/2011,8/1/2011,2
20110719,High Plains,80.28,5.26,3.34,4.71,4.55,1.86,7/19/2011,7/25/2011,2
20110719,West,74.71,6.28,3.49,4.48,5.44,5.59,7/19/2011,7/25/2011,2
20110712,High Plains,80.03,5.44,3.41,4.9,4.36,1.85,7/12/2011,7/18/2011,2
20110712,West,75.1,5.86,3.35,4.67,5.42,5.6,7/12/2011,7/18/2011,2
20110705,High Plains,75.52,8.89,4.18,5.78,4.99,0.64,7/5/2011,7/11/2011,2
20110705,West,73.58,7.07,3.33,4.68,5.64,5.71,7/5/2011,7/11/2011,2
20110628,High Plains,77.12,7.41,4.09,5.75,5.12,0.5,6/28/2011,7/4/2011,2
20110628,West,73.59,7.1,3.3,4.67,5.7,5.65,6/28/2011,7/4/2011,2
20110621,High Plains,79.88,5.48,3.94,6.03,4.16,0.5,6/21/2011,6/27/2011,2
20110621,West,78.53,3.57,3.92,3.88,4.45,5.65,6/21/2011,6/27/2011,2
20110614,High Plains,78.99,5.22,4.58,6.49,4.36,0.36,6/14/2011,6/20/2011,2
20110614,West,78.53,3.54,3.9,4.18,4.63,5.22,6/14/2011,6/20/2011,2
20110607,High Plains,79.16,5.05,4.85,6.92,3.66,0.36,6/7/2011,6/13/2011,2
20110607,West,78.6,3.46,4.01,4.35,4.83,4.74,6/7/2011,6/13/2011,2
20110531,High Plains,79.34,4.91,4.82,7.47,3.11,0.36,5/31/2011,6/6/2011,2
20110531,West,78.6,3.46,4.01,4.9,5.66,3.36,5/31/2011,6/6/2011,2
20110524,High Plains,77.4,5.88,5.53,7.78,3.07,0.34,5/24/2011,5/30/2011,2
20110524,West,77.97,3.7,4.31,5.21,5.48,3.33,5/24/2011,5/30/2011,2
20110517,High Plains,71.93,6.11,7.56,10.86,3.43,0.1,5/17/2011,5/23/2011,2
20110517,West,76.18,4.24,4.87,5.94,5.5,3.28,5/17/2011,5/23/2011,2
20110510,High Plains,66.62,9.86,8.58,14.05,0.87,0.03,5/10/2011,5/16/2011,2
20110510,West,75.89,4.03,4.52,7.52,4.95,3.09,5/10/2011,5/16/2011,2
20110503,High Plains,66.92,12.37,9.48,10.33,0.86,0.03,5/3/2011,5/9/2011,2
20110503,West,75.92,4,4.51,7.52,6.64,1.4,5/3/2011,5/9/2011,2
20110426,High Plains,68.87,13,6.92,10.35,0.85,0,4/26/2011,5/2/2011,2
20110426,West,75.48,4.45,6.72,6.26,7.09,0,4/26/2011,5/2/2011,2
20110419,High Plains,64.55,16.91,7.33,10.78,0.42,0,4/19/2011,4/25/2011,2
20110419,West,76.6,4.23,5.62,8.97,4.57,0,4/19/2011,4/25/2011,2
20110412,High Plains,62.21,15.79,11.23,10.77,0,0,4/12/2011,4/18/2011,2
20110412,West,75.98,4.85,5.83,9.19,4.15,0,4/12/2011,4/18/2011,2
20110405,High Plains,62.49,15.4,11.19,10.92,0,0,4/5/2011,4/11/2011,2
20110405,West,76.09,4.73,5.79,9.23,4.16,0,4/5/2011,4/11/2011,2
20110329,High Plains,62.57,17.96,8.91,10.57,0,0,3/29/2011,4/4/2011,2
20110329,West,76.08,5.36,5.44,11,2.12,0,3/29/2011,4/4/2011,2
20110322,High Plains,62.73,20.6,7,9.67,0,0,3/22/2011,3/28/2011,2
20110322,West,75.16,7.16,8.16,7.9,1.62,0,3/22/2011,3/28/2011,2
20110315,High Plains,66.04,18.04,7.81,8.11,0,0,3/15/2011,3/21/2011,2
20110315,West,74.39,8.55,9.28,6.26,1.52,0,3/15/2011,3/21/2011,2
20110308,High Plains,64.1,18.9,9.22,7.78,0,0,3/8/2011,3/14/2011,2
20110308,West,74.46,10.58,7.24,7.16,0.56,0,3/8/2011,3/14/2011,2
20110301,High Plains,64.33,17.2,10.7,7.78,0,0,3/1/2011,3/7/2011,2
20110301,West,76.15,8.7,7.43,7.72,0,0,3/1/2011,3/7/2011,2
20110222,High Plains,62.25,18.6,16.76,2.39,0,0,2/22/2011,2/28/2011,2
20110222,West,76.19,8.79,9.61,5.41,0,0,2/22/2011,2/28/2011,2
20110215,High Plains,62.25,18.82,16.54,2.39,0,0,2/15/2011,2/21/2011,2
20110215,West,72.99,13.22,9.45,4.34,0,0,2/15/2011,2/21/2011,2
20110208,High Plains,62.25,18.82,16.29,2.63,0,0,2/8/2011,2/14/2011,2
20110208,West,72.75,13.46,9.34,4.44,0,0,2/8/2011,2/14/2011,2
20110201,High Plains,61.01,20.06,16.29,2.63,0,0,2/1/2011,2/7/2011,2
20110201,West,75.68,11.63,8.26,4.44,0,0,2/1/2011,2/7/2011,2
20110125,High Plains,61.01,20.06,16.29,2.63,0,0,1/25/2011,1/31/2011,2
20110125,West,76.62,10.68,10.26,2.44,0,0,1/25/2011,1/31/2011,2
20110118,High Plains,61.01,20.06,16.29,2.63,0,0,1/18/2011,1/24/2011,2
20110118,West,76.96,11.16,10.99,0.89,0,0,1/18/2011,1/24/2011,2
20110111,High Plains,61.01,20.06,16.29,2.63,0,0,1/11/2011,1/17/2011,2
20110111,West,76.92,11.19,10.99,0.89,0,0,1/11/2011,1/17/2011,2
20110104,High Plains,60.48,23.03,13.85,2.63,0,0,1/4/2011,1/10/2011,2
20110104,West,74.72,13.59,10.8,0.89,0,0,1/4/2011,1/10/2011,2
20101228,High Plains,60.35,20.08,16.94,2.63,0,0,12/28/2010,1/3/2011,2
20101228,West,73.26,14.76,11.09,0.89,0,0,12/28/2010,1/3/2011,2
20101221,High Plains,61.05,21.28,15.03,2.63,0,0,12/21/2010,12/27/2010,2
20101221,West,68.16,18.84,12.11,0.89,0,0,12/21/2010,12/27/2010,2
20101214,High Plains,63.03,21,13.49,2.47,0,0,12/14/2010,12/20/2010,2
20101214,West,64.03,26.14,8.95,0.88,0,0,12/14/2010,12/20/2010,2
20101207,High Plains,66.61,19.81,11.55,2.04,0,0,12/7/2010,12/13/2010,2
20101207,West,64.91,28.71,5.51,0.87,0,0,12/7/2010,12/13/2010,2
20101130,High Plains,66.29,20.13,11.55,2.04,0,0,11/30/2010,12/6/2010,2
20101130,West,72.76,21.43,4.94,0.87,0,0,11/30/2010,12/6/2010,2
20101123,High Plains,67.42,20.43,12.15,0,0,0,11/23/2010,11/29/2010,2
20101123,West,71.9,22.35,5.75,0,0,0,11/23/2010,11/29/2010,2
20101116,High Plains,62.52,24.77,12.71,0,0,0,11/16/2010,11/22/2010,2
20101116,West,68.49,24.96,6.36,0.19,0,0,11/16/2010,11/22/2010,2
20101109,High Plains,60.96,26.03,13.02,0,0,0,11/9/2010,11/15/2010,2
20101109,West,68.55,25.11,6.15,0.19,0,0,11/9/2010,11/15/2010,2
20101102,High Plains,64.66,26.37,8.97,0,0,0,11/2/2010,11/8/2010,2
20101102,West,69.02,25.59,5.2,0.19,0,0,11/2/2010,11/8/2010,2
20101026,High Plains,65.45,25.58,8.97,0,0,0,10/26/2010,11/1/2010,2
20101026,West,69.02,25.59,5.2,0.19,0,0,10/26/2010,11/1/2010,2
20101019,High Plains,65.67,27.7,6.63,0,0,0,10/19/2010,10/25/2010,2
20101019,West,62.3,31.69,5.45,0.56,0,0,10/19/2010,10/25/2010,2
20101012,High Plains,66.53,29.11,4.36,0,0,0,10/12/2010,10/18/2010,2
20101012,West,62.55,31.95,4.94,0.56,0,0,10/12/2010,10/18/2010,2
20101005,High Plains,65.05,30.58,4.36,0,0,0,10/5/2010,10/11/2010,2
20101005,West,62.5,29.09,7.86,0.56,0,0,10/5/2010,10/11/2010,2
20100928,High Plains,65.06,31.21,3.73,0,0,0,9/28/2010,10/4/2010,2
20100928,West,62.5,29.36,7.59,0.56,0,0,9/28/2010,10/4/2010,2
20100921,High Plains,73.58,24.83,1.59,0,0,0,9/21/2010,9/27/2010,2
20100921,West,69.9,23.17,6.37,0.56,0,0,9/21/2010,9/27/2010,2
20100914,High Plains,81.61,16.54,1.85,0,0,0,9/14/2010,9/20/2010,2
20100914,West,72.79,20.29,6.37,0.56,0,0,9/14/2010,9/20/2010,2
20100907,High Plains,84.2,13.84,1.96,0,0,0,9/7/2010,9/13/2010,2
20100907,West,73.53,20.13,5.78,0.56,0,0,9/7/2010,9/13/2010,2
20100831,High Plains,83.99,14.05,1.96,0,0,0,8/31/2010,9/6/2010,2
20100831,West,74.73,18.93,5.79,0.55,0,0,8/31/2010,9/6/2010,2
20100824,High Plains,88.14,9.95,1.91,0,0,0,8/24/2010,8/30/2010,2
20100824,West,75.05,18.61,5.79,0.55,0,0,8/24/2010,8/30/2010,2
20100817,High Plains,87.7,10.88,1.42,0,0,0,8/17/2010,8/23/2010,2
20100817,West,74.62,19.06,5.82,0.5,0,0,8/17/2010,8/23/2010,2
20100810,High Plains,89.99,8.59,1.43,0,0,0,8/10/2010,8/16/2010,2
20100810,West,73.9,19.67,5.92,0.5,0,0,8/10/2010,8/16/2010,2
20100803,High Plains,90.56,8.02,1.43,0,0,0,8/3/2010,8/9/2010,2
20100803,West,73.79,18.91,6.71,0.59,0,0,8/3/2010,8/9/2010,2
20100727,High Plains,89.76,8.82,1.42,0,0,0,7/27/2010,8/2/2010,2
20100727,West,71.29,19.5,8.47,0.73,0,0,7/27/2010,8/2/2010,2
20100720,High Plains,89.17,9.4,1.42,0,0,0,7/20/2010,7/26/2010,2
20100720,West,68.98,21.38,8.99,0.65,0,0,7/20/2010,7/26/2010,2
20100713,High Plains,89.5,9.07,1.42,0,0,0,7/13/2010,7/19/2010,2
20100713,West,71.27,20.31,7.77,0.65,0,0,7/13/2010,7/19/2010,2
20100706,High Plains,89.5,9.07,1.42,0,0,0,7/6/2010,7/12/2010,2
20100706,West,71.27,20.31,7.77,0.65,0,0,7/6/2010,7/12/2010,2
20100629,High Plains,87.75,6.92,4.1,1.23,0,0,6/29/2010,7/5/2010,2
20100629,West,68.62,20.23,10.12,1.03,0,0,6/29/2010,7/5/2010,2
20100622,High Plains,88.06,6.61,4.1,1.23,0,0,6/22/2010,6/28/2010,2
20100622,West,66.52,21.58,10.87,1.03,0,0,6/22/2010,6/28/2010,2
20100615,High Plains,89.11,5.18,4.07,1.64,0,0,6/15/2010,6/21/2010,2
20100615,West,65.97,20.03,12.37,1.62,0,0,6/15/2010,6/21/2010,2
20100608,High Plains,88.38,5.85,4.13,1.64,0,0,6/8/2010,6/14/2010,2
20100608,West,68.88,17.75,9.98,3.39,0,0,6/8/2010,6/14/2010,2
20100601,High Plains,88.89,5.41,3.29,2.41,0,0,6/1/2010,6/7/2010,2
20100601,West,61.16,24.74,10.01,4.09,0,0,6/1/2010,6/7/2010,2
20100525,High Plains,88.86,5.42,3.32,2.41,0,0,5/25/2010,5/31/2010,2
20100525,West,60.05,24.88,10.99,4.09,0,0,5/25/2010,5/31/2010,2
20100518,High Plains,86.26,7.26,3.5,2.97,0,0,5/18/2010,5/24/2010,2
20100518,West,56.83,25.45,12.93,4.79,0,0,5/18/2010,5/24/2010,2
20100511,High Plains,82.95,9.89,4.16,3.01,0,0,5/11/2010,5/17/2010,2
20100511,West,50.68,30.75,13.66,4.91,0,0,5/11/2010,5/17/2010,2
20100504,High Plains,80.8,11.68,4.51,3.01,0,0,5/4/2010,5/10/2010,2
20100504,West,47.49,33.07,14.52,4.92,0,0,5/4/2010,5/10/2010,2
20100427,High Plains,80.28,12.2,4.51,3.01,0,0,4/27/2010,5/3/2010,2
20100427,West,44.91,35.65,14.52,4.92,0,0,4/27/2010,5/3/2010,2
20100420,High Plains,80.28,12.2,4.51,3.01,0,0,4/20/2010,4/26/2010,2
20100420,West,44.9,35.41,14.77,4.92,0,0,4/20/2010,4/26/2010,2
20100413,High Plains,80.27,12.28,4.77,2.68,0,0,4/13/2010,4/19/2010,2
20100413,West,42.23,37.74,15.55,4.48,0,0,4/13/2010,4/19/2010,2
20100406,High Plains,81.33,10.69,5.3,2.68,0,0,4/6/2010,4/12/2010,2
20100406,West,43.54,35.83,15.74,4.89,0,0,4/6/2010,4/12/2010,2
20100330,High Plains,81.33,10.64,5.35,2.68,0,0,3/30/2010,4/5/2010,2
20100330,West,42.22,36.38,16.51,4.89,0,0,3/30/2010,4/5/2010,2
20100323,High Plains,81.48,10.34,5.5,2.68,0,0,3/23/2010,3/29/2010,2
20100323,West,39.94,37.61,17.05,5.4,0,0,3/23/2010,3/29/2010,2
20100316,High Plains,81.41,10.41,5.5,2.68,0,0,3/16/2010,3/22/2010,2
20100316,West,38.12,39.59,16.68,5.6,0,0,3/16/2010,3/22/2010,2
20100309,High Plains,81.54,11.03,5.93,1.5,0,0,3/9/2010,3/15/2010,2
20100309,West,36.01,40.96,17.33,5.69,0,0,3/9/2010,3/15/2010,2
20100302,High Plains,80.99,13.37,5.63,0,0,0,3/2/2010,3/8/2010,2
20100302,West,34.92,43.98,17.33,3.76,0,0,3/2/2010,3/8/2010,2
20100223,High Plains,80.99,13.37,5.63,0,0,0,2/23/2010,3/1/2010,2
20100223,West,34.11,44.29,17.75,3.85,0,0,2/23/2010,3/1/2010,2
20100216,High Plains,79.27,16.28,4.45,0,0,0,2/16/2010,2/22/2010,2
20100216,West,33.19,45.79,17.45,3.58,0,0,2/16/2010,2/22/2010,2
20100209,High Plains,84.34,13.84,1.82,0,0,0,2/9/2010,2/15/2010,2
20100209,West,36.57,45.1,15.08,3.26,0,0,2/9/2010,2/15/2010,2
20100202,High Plains,84.34,13.82,1.84,0,0,0,2/2/2010,2/8/2010,2
20100202,West,38.71,42.07,15.96,3.26,0,0,2/2/2010,2/8/2010,2
20100126,High Plains,86.42,11.6,1.98,0,0,0,1/26/2010,2/1/2010,2
20100126,West,38.75,40.62,17.17,3.13,0.33,0,1/26/2010,2/1/2010,2
20100119,High Plains,85.86,11.02,3.04,0.07,0,0,1/19/2010,1/25/2010,2
20100119,West,32.47,35.74,18.15,12.72,0.92,0,1/19/2010,1/25/2010,2
20100112,High Plains,86.04,12.15,1.74,0.07,0,0,1/12/2010,1/18/2010,2
20100112,West,31.89,36.15,17.27,13.76,0.92,0,1/12/2010,1/18/2010,2
20100105,High Plains,89.72,8.57,1.71,0,0,0,1/5/2010,1/11/2010,2
20100105,West,40.12,29.32,20.7,9.37,0.49,0,1/5/2010,1/11/2010,2
20091229,High Plains,89.65,8.81,1.54,0,0,0,12/29/2009,1/4/2010,2
20091229,West,40.8,30.77,18.53,9.41,0.49,0,12/29/2009,1/4/2010,2
20091222,High Plains,90.79,7.67,1.54,0,0,0,12/22/2009,12/28/2009,2
20091222,West,43.02,28.55,18.53,9.41,0.49,0,12/22/2009,12/28/2009,2
20091215,High Plains,90.79,7.67,1.54,0,0,0,12/15/2009,12/21/2009,2
20091215,West,43.02,28.55,18.53,9.41,0.49,0,12/15/2009,12/21/2009,2
20091208,High Plains,91.22,7.24,1.54,0,0,0,12/8/2009,12/14/2009,2
20091208,West,44.39,26.93,17.09,11.04,0.55,0,12/8/2009,12/14/2009,2
20091201,High Plains,93.23,5.23,1.54,0,0,0,12/1/2009,12/7/2009,2
20091201,West,46.82,24.5,17.09,11.04,0.55,0,12/1/2009,12/7/2009,2
20091124,High Plains,93.26,5.2,1.54,0,0,0,11/24/2009,11/30/2009,2
20091124,West,47.36,24.08,16.97,11.08,0.52,0,11/24/2009,11/30/2009,2
20091117,High Plains,94.86,3.76,1.38,0,0,0,11/17/2009,11/23/2009,2
20091117,West,51.96,20.95,17.23,9.85,0,0,11/17/2009,11/23/2009,2
20091110,High Plains,94.86,3.76,1.38,0,0,0,11/10/2009,11/16/2009,2
20091110,West,50.6,23.43,16.94,9.03,0,0,11/10/2009,11/16/2009,2
20091103,High Plains,94.93,3.68,1.39,0,0,0,11/3/2009,11/9/2009,2
20091103,West,52.4,22.2,16.54,8.86,0,0,11/3/2009,11/9/2009,2
20091027,High Plains,94.93,3.68,1.39,0,0,0,10/27/2009,11/2/2009,2
20091027,West,50.96,26.14,14.04,8.86,0,0,10/27/2009,11/2/2009,2
20091020,High Plains,91.09,7.52,1.09,0.31,0,0,10/20/2009,10/26/2009,2
20091020,West,46.98,30.27,13.68,9.07,0,0,10/20/2009,10/26/2009,2
20091013,High Plains,88.83,9.78,1.09,0.31,0,0,10/13/2009,10/19/2009,2
20091013,West,41.81,31.64,13.44,13.11,0,0,10/13/2009,10/19/2009,2
20091006,High Plains,88.35,10.94,0.71,0,0,0,10/6/2009,10/12/2009,2
20091006,West,42.1,32.49,16.92,8.49,0,0,10/6/2009,10/12/2009,2
20090929,High Plains,87.89,11.4,0.72,0,0,0,9/29/2009,10/5/2009,2
20090929,West,40.73,36.46,15.35,7.46,0,0,9/29/2009,10/5/2009,2
20090922,High Plains,88.57,11,0.42,0,0,0,9/22/2009,9/28/2009,2
20090922,West,52.85,24.77,14.93,7.46,0,0,9/22/2009,9/28/2009,2
20090915,High Plains,85.54,13.97,0.49,0,0,0,9/15/2009,9/21/2009,2
20090915,West,49.44,26.83,16.02,7.71,0,0,9/15/2009,9/21/2009,2
20090908,High Plains,82.92,15.34,1.74,0,0,0,9/8/2009,9/14/2009,2
20090908,West,47.65,28.41,16.31,7.64,0,0,9/8/2009,9/14/2009,2
20090901,High Plains,87.73,11.31,0.95,0,0,0,9/1/2009,9/7/2009,2
20090901,West,49.73,27.52,14.78,7.97,0,0,9/1/2009,9/7/2009,2
20090825,High Plains,87.18,11.33,1.49,0,0,0,8/25/2009,8/31/2009,2
20090825,West,54.93,22.95,14.54,7.57,0,0,8/25/2009,8/31/2009,2
20090818,High Plains,88.41,10.02,1.57,0,0,0,8/18/2009,8/24/2009,2
20090818,West,57.46,25.56,9.74,7.24,0,0,8/18/2009,8/24/2009,2
20090811,High Plains,84.58,13.63,1.79,0,0,0,8/11/2009,8/17/2009,2
20090811,West,53.59,29.63,9.71,7.07,0,0,8/11/2009,8/17/2009,2
20090804,High Plains,86.86,11.69,1.45,0,0,0,8/4/2009,8/10/2009,2
20090804,West,54.37,28.55,9.61,7.47,0,0,8/4/2009,8/10/2009,2
20090728,High Plains,90.03,8.74,1.22,0,0,0,7/28/2009,8/3/2009,2
20090728,West,57.06,25.45,10.3,7.2,0,0,7/28/2009,8/3/2009,2
20090721,High Plains,90.3,9.39,0.31,0,0,0,7/21/2009,7/27/2009,2
20090721,West,54.9,26.23,11.05,7.82,0,0,7/21/2009,7/27/2009,2
20090714,High Plains,90.94,8.75,0.31,0,0,0,7/14/2009,7/20/2009,2
20090714,West,55.05,25.93,11.33,7.69,0,0,7/14/2009,7/20/2009,2
20090707,High Plains,89.96,9.71,0.34,0,0,0,7/7/2009,7/13/2009,2
20090707,West,55.34,26.28,10.76,7.62,0,0,7/7/2009,7/13/2009,2
20090630,High Plains,90.23,9.27,0.5,0,0,0,6/30/2009,7/6/2009,2
20090630,West,55.12,26.97,10.84,7.07,0,0,6/30/2009,7/6/2009,2
20090623,High Plains,88.98,10.92,0.1,0,0,0,6/23/2009,6/29/2009,2
20090623,West,54.71,26.66,11.21,7.42,0,0,6/23/2009,6/29/2009,2
20090616,High Plains,81.53,18.47,0,0,0,0,6/16/2009,6/22/2009,2
20090616,West,48.32,30.91,12.77,8,0,0,6/16/2009,6/22/2009,2
20090609,High Plains,79.31,20.1,0.59,0,0,0,6/9/2009,6/15/2009,2
20090609,West,48.78,28.33,14.58,8.3,0,0,6/9/2009,6/15/2009,2
20090602,High Plains,78.07,21.34,0.59,0,0,0,6/2/2009,6/8/2009,2
20090602,West,47.46,29.43,14.92,8.19,0,0,6/2/2009,6/8/2009,2
20090526,High Plains,88.88,10.53,0.59,0,0,0,5/26/2009,6/1/2009,2
20090526,West,50.68,26.68,16.09,6.55,0,0,5/26/2009,6/1/2009,2
20090519,High Plains,82.05,16.04,1.91,0,0,0,5/19/2009,5/25/2009,2
20090519,West,42.84,29.94,19,8.21,0,0,5/19/2009,5/25/2009,2
20090512,High Plains,85.67,12.42,1.91,0,0,0,5/12/2009,5/18/2009,2
20090512,West,43.27,30.57,18.89,7.27,0,0,5/12/2009,5/18/2009,2
20090505,High Plains,82.2,15.92,1.88,0,0,0,5/5/2009,5/11/2009,2
20090505,West,38.8,36.61,17.71,6.88,0,0,5/5/2009,5/11/2009,2
20090428,High Plains,76.01,21.96,2.04,0,0,0,4/28/2009,5/4/2009,2
20090428,West,33.56,41.28,17.42,7.74,0,0,4/28/2009,5/4/2009,2
20090421,High Plains,79.2,18.76,2.04,0,0,0,4/21/2009,4/27/2009,2
20090421,West,32.87,41.37,18.02,7.74,0,0,4/21/2009,4/27/2009,2
20090414,High Plains,67.9,28,4.1,0,0,0,4/14/2009,4/20/2009,2
20090414,West,34.7,39.66,18.5,7.13,0,0,4/14/2009,4/20/2009,2
20090407,High Plains,64.8,30.76,4.44,0,0,0,4/7/2009,4/13/2009,2
20090407,West,36.51,37.22,19.14,7.13,0,0,4/7/2009,4/13/2009,2
20090331,High Plains,60.8,31.2,7.48,0.51,0,0,3/31/2009,4/6/2009,2
20090331,West,31.74,40.11,23.92,4.23,0,0,3/31/2009,4/6/2009,2
20090324,High Plains,58.37,31.39,9.57,0.67,0,0,3/24/2009,3/30/2009,2
20090324,West,31.74,39.79,24.24,4.23,0,0,3/24/2009,3/30/2009,2
20090317,High Plains,58.99,31.54,9.38,0.1,0,0,3/17/2009,3/23/2009,2
20090317,West,33.36,40.81,21.61,4.22,0,0,3/17/2009,3/23/2009,2
20090310,High Plains,58.99,32.73,8.28,0,0,0,3/10/2009,3/16/2009,2
20090310,West,33.71,41.17,20.9,4.22,0,0,3/10/2009,3/16/2009,2
20090303,High Plains,58.71,32.97,8.33,0,0,0,3/3/2009,3/9/2009,2
20090303,West,35.07,36.92,20.01,7.42,0.58,0,3/3/2009,3/9/2009,2
20090224,High Plains,66.52,27.05,6.43,0,0,0,2/24/2009,3/2/2009,2
20090224,West,37.22,36.33,17.4,7.08,1.97,0,2/24/2009,3/2/2009,2
20090217,High Plains,65.76,30.69,3.55,0,0,0,2/17/2009,2/23/2009,2
20090217,West,37.62,38,14.32,7.83,2.23,0,2/17/2009,2/23/2009,2
20090210,High Plains,65.77,30.68,3.55,0,0,0,2/10/2009,2/16/2009,2
20090210,West,37.1,36.7,15.52,8.14,2.53,0,2/10/2009,2/16/2009,2
20090203,High Plains,66.93,27.25,5.82,0,0,0,2/3/2009,2/9/2009,2
20090203,West,41.13,30.23,17.97,8.14,2.53,0,2/3/2009,2/9/2009,2
20090127,High Plains,64.43,29.15,6.42,0,0,0,1/27/2009,2/2/2009,2
20090127,West,42,29.81,18.4,7.66,2.13,0,1/27/2009,2/2/2009,2
20090120,High Plains,66.88,26.72,6.4,0,0,0,1/20/2009,1/26/2009,2
20090120,West,43.19,28.63,18.4,8.06,1.73,0,1/20/2009,1/26/2009,2
20090113,High Plains,66.18,26.74,7.09,0,0,0,1/13/2009,1/19/2009,2
20090113,West,41.93,29.58,19.34,8.78,0.37,0,1/13/2009,1/19/2009,2
20090106,High Plains,65.06,27.94,7,0,0,0,1/6/2009,1/12/2009,2
20090106,West,37.37,33.73,20.13,8.4,0.37,0,1/6/2009,1/12/2009,2
20081230,High Plains,64.32,28.67,7,0,0,0,12/30/2008,1/5/2009,2
20081230,West,35.35,35.75,19.9,8.63,0.37,0,12/30/2008,1/5/2009,2
20081223,High Plains,61.09,31.1,7.81,0,0,0,12/23/2008,12/29/2008,2
20081223,West,31.54,38.36,21.1,8.63,0.37,0,12/23/2008,12/29/2008,2
20081216,High Plains,61.23,30.96,7.81,0,0,0,12/16/2008,12/22/2008,2
20081216,West,27.46,41.53,20.97,9.25,0.78,0,12/16/2008,12/22/2008,2
20081209,High Plains,61.52,30.64,7.84,0,0,0,12/9/2008,12/15/2008,2
20081209,West,32.78,37.3,20.1,9.4,0.43,0,12/9/2008,12/15/2008,2
20081202,High Plains,61.61,30.55,7.84,0,0,0,12/2/2008,12/8/2008,2
20081202,West,32.78,37.62,21.05,8.55,0,0,12/2/2008,12/8/2008,2
20081125,High Plains,66.67,26.3,7.03,0,0,0,11/25/2008,12/1/2008,2
20081125,West,35.99,34.76,20.7,8.55,0,0,11/25/2008,12/1/2008,2
20081118,High Plains,66.67,26.3,7.03,0,0,0,11/18/2008,11/24/2008,2
20081118,West,35.99,34.76,20.7,8.55,0,0,11/18/2008,11/24/2008,2
20081111,High Plains,70.82,21.9,6.05,1.24,0,0,11/11/2008,11/17/2008,2
20081111,West,41.86,29.7,19.76,8.68,0,0,11/11/2008,11/17/2008,2
20081104,High Plains,70.4,22.05,5.91,1.64,0,0,11/4/2008,11/10/2008,2
20081104,West,39.9,30.51,21.09,8.5,0,0,11/4/2008,11/10/2008,2
20081028,High Plains,70.31,22.13,5.91,1.64,0,0,10/28/2008,11/3/2008,2
20081028,West,39.9,30.11,19.59,10.4,0,0,10/28/2008,11/3/2008,2
20081021,High Plains,69.87,22.53,5.95,1.65,0,0,10/21/2008,10/27/2008,2
20081021,West,40.5,29.5,19.56,10.44,0,0,10/21/2008,10/27/2008,2
20081014,High Plains,69.55,22.77,6.03,1.65,0,0,10/14/2008,10/20/2008,2
20081014,West,44.07,28.46,17.67,9.8,0,0,10/14/2008,10/20/2008,2
20081007,High Plains,60.85,27.56,8.04,1.91,1.64,0,10/7/2008,10/13/2008,2
20081007,West,41.27,30.12,18.21,10.28,0.13,0,10/7/2008,10/13/2008,2
20080930,High Plains,60.81,26.63,9.02,1.91,1.64,0,9/30/2008,10/6/2008,2
20080930,West,40.52,30.31,18.75,10.02,0.4,0,9/30/2008,10/6/2008,2
20080923,High Plains,60.79,26.1,9.31,2.16,1.64,0,9/23/2008,9/29/2008,2
20080923,West,40.52,30.24,18.79,10.04,0.4,0,9/23/2008,9/29/2008,2
20080916,High Plains,59.83,27.08,8.09,3.36,1.64,0,9/16/2008,9/22/2008,2
20080916,West,34.23,36.09,19.58,9.97,0.13,0,9/16/2008,9/22/2008,2
20080909,High Plains,56.9,27.27,11.1,3.65,1.08,0,9/9/2008,9/15/2008,2
20080909,West,34.34,35.52,19.93,10.08,0.13,0,9/9/2008,9/15/2008,2
20080902,High Plains,54.78,28.44,10.6,4.6,1.58,0,9/2/2008,9/8/2008,2
20080902,West,34.16,34.7,21.08,9.85,0.22,0,9/2/2008,9/8/2008,2
20080826,High Plains,49.06,34.98,9.78,4.6,1.58,0,8/26/2008,9/1/2008,2
20080826,West,34.68,35.39,20.04,9.66,0.22,0,8/26/2008,9/1/2008,2
20080819,High Plains,54.74,29.16,8.6,5.01,2.49,0,8/19/2008,8/25/2008,2
20080819,West,34.68,35.5,20.16,9.41,0.24,0,8/19/2008,8/25/2008,2
20080812,High Plains,50.39,27.38,11.59,5.59,5.05,0,8/12/2008,8/18/2008,2
20080812,West,32.71,36.08,21.18,9.34,0.69,0,8/12/2008,8/18/2008,2
20080805,High Plains,44.08,31.25,12.91,5.96,5.67,0.14,8/5/2008,8/11/2008,2
20080805,West,32.18,35.89,21.43,9.71,0.72,0.07,8/5/2008,8/11/2008,2
20080729,High Plains,50.51,26.46,11.19,5.03,6.68,0.14,7/29/2008,8/4/2008,2
20080729,West,35.53,33.28,20.96,9.44,0.72,0.07,7/29/2008,8/4/2008,2
20080722,High Plains,49.32,28.33,11.17,7.14,3.9,0.14,7/22/2008,7/28/2008,2
20080722,West,34.05,35.75,24.25,5.53,0.36,0.07,7/22/2008,7/28/2008,2
