year,month,month_name,storage
2007,9,Sep,12536380.666666666
2007,10,Oct,12505933.225806452
2007,11,Nov,12507559.0
2007,12,Dec,12706001.935483871
2008,1,Jan,12943562.903225806
2008,2,Feb,13069662.068965517
2008,3,Mar,13041449.677419355
2008,4,Apr,12683958.333333334
2008,5,May,12294239.032258065
2008,6,Jun,12016692.666666666
2008,7,Jul,11922255.806451613
2008,8,Aug,11950713.225806452
2008,9,Sep,11965737.0
2008,10,Oct,12151780.64516129
2008,11,Nov,12184814.333333334
2008,12,Dec,12312041.290322581
2009,1,Jan,12587459.35483871
2009,2,Feb,12551774.285714285
2009,3,Mar,12380497.41935484
2009,4,Apr,11905411.0
2009,5,May,11412834.193548387
2009,6,Jun,11123474.666666666
2009,7,Jul,11033313.548387097
2009,8,Aug,10968902.58064516
2009,9,Sep,10939569.0
2009,10,Oct,10946434.516129032
2009,11,Nov,10913382.0
2009,12,Dec,11022486.451612903
2010,1,Jan,11291206.774193548
2010,2,Feb,11676822.142857144
2010,3,Mar,11657477.41935484
2010,4,Apr,11427687.666666666
2010,5,May,11158337.741935484
2010,6,Jun,10789249.666666666
2010,7,Jul,10470750.322580645
2010,8,Aug,10381506.774193548
2010,9,Sep,10232040.0
2010,10,Oct,10035125.483870968
2010,11,Nov,9948628.666666666
2010,12,Dec,10110932.903225806
2011,1,Jan,10505961.935483871
2011,2,Feb,10958183.57142857
2011,3,Mar,11138923.870967742
2011,4,Apr,11156504.0
2011,5,May,11143225.483870968
2011,6,Jun,11509947.0
2011,7,Jul,11924339.032258065
2011,8,Aug,12442028.064516129
2011,9,Sep,12848156.666666666
2011,10,Oct,13248649.032258065
2011,11,Nov,13660273.0
2011,12,Dec,14307880.322580645
2012,1,Jan,15001259.183870967
2012,2,Feb,14978299.620689655
2012,3,Mar,14740948.935483871
2012,4,Apr,14256078.696666665
2012,5,May,13777289.661290323
2012,6,Jun,13377320.16
2012,7,Jul,13166109.412903227
2012,8,Aug,13242625.399999999
2012,9,Sep,13183193.270000001
2012,10,Oct,13183762.622580646
2012,11,Nov,13221852.713333333
2012,12,Dec,13490865.732258065
2013,1,Jan,13752982.18064516
2013,2,Feb,13836468.264285713
2013,3,Mar,13647888.377419354
2013,4,Apr,13194808.613333333
2013,5,May,12715782.267741935
2013,6,Jun,12396454.553333335
2013,7,Jul,12228412.087096773
2013,8,Aug,12271640.193548387
2013,9,Sep,12337504.35
2013,10,Oct,12185745.312903225
2013,11,Nov,12213141.646666666
2013,12,Dec,12305361.40967742
2014,1,Jan,12433384.274193548
2014,2,Feb,12494667.267857144
2014,3,Mar,12198589.341935484
2014,4,Apr,11556289.476666667
2014,5,May,10959432.677419355
2014,6,Jun,10433205.879999999
2014,7,Jul,10137205.587096773
2014,8,Aug,10063431.86451613
2014,9,Sep,10119104.173333334
2014,10,Oct,10180469.722580645
2014,11,Nov,10296180.473333333
2014,12,Dec,10497839.58064516
2015,1,Jan,10740536.86451613
2015,2,Feb,10760364.75
2015,3,Mar,10596148.722580645
2015,4,Apr,10175230.946666665
2015,5,May,9798680.170967743
2015,6,Jun,9637693.546666665
2015,7,Jul,9695851.41935484
2015,8,Aug,9865462.406451615
2015,9,Sep,9849911.58
2015,10,Oct,9896433.464516127
2015,11,Nov,9914160.894
2015,12,Dec,9992803.916129034
2016,1,Jan,10207016.27096774
2016,2,Feb,10358383.931034483
2016,3,Mar,10211902.283870969
2016,4,Apr,9868125.393333334
2016,5,May,9587826.180645162
2016,6,Jun,9406406.546666665
2016,7,Jul,9365392.077419354
2016,8,Aug,9522284.083870968
2016,9,Sep,9595997.353333334
2016,10,Oct,9664397.258064516
2016,11,Nov,9786415.686666667
2016,12,Dec,9865042.212903226
2017,1,Jan,10271157.051612904
2017,2,Feb,10678164.0
2017,3,Mar,10762708.767741935
2017,4,Apr,10556929.453333335
2017,5,May,10285136.870967742
2017,6,Jun,10064161.646666666
2017,7,Jul,9951587.470967744
2017,8,Aug,10033363.367741935
2017,9,Sep,10143498.446666665
2017,10,Oct,10196938.967741935
2017,11,Nov,10133316.34
2017,12,Dec,10155145.322580645
2018,1,Jan,10424056.941935483
2018,2,Feb,10674095.85
2018,3,Mar,10695729.329032257
2018,4,Apr,10540211.466666667
2018,5,May,10205797.696774194
2018,6,Jun,9876334.486666668
2018,7,Jul,9759631.903225806
2018,8,Aug,9865470.49032258
2018,9,Sep,9902318.520000001
2018,10,Oct,9920387.122580646
2018,11,Nov,9913191.706666667
2018,12,Dec,9991715.967741935
2019,1,Jan,10320257.006451612
2019,2,Feb,10542112.200000001
2019,3,Mar,10797861.961290322
2019,4,Apr,10809826.74
2019,5,May,10670563.032258065
2019,6,Jun,10463498.346666666
2019,7,Jul,10336753.290322581
2019,8,Aug,10274569.225806452
2019,9,Sep,10279608.746666666
2019,10,Oct,10269643.393548386
2019,11,Nov,10274059.92
2019,12,Dec,10606795.21935484
2020,1,Jan,11090030.593548385
2020,2,Feb,11331139.289655171
2020,3,Mar,11468169.812903225
2020,4,Apr,11511500.729999999
2020,5,May,11199780.36451613
2020,6,Jun,10776667.966666667
2020,7,Jul,10490164.158064516
2020,8,Aug,10347615.922580646
2020,9,Sep,10324795.466666667
2020,10,Oct,10236883.277419355
2020,11,Nov,10121382.173333334
2020,12,Dec,10225668.548387097
2021,1,Jan,10420436.341935484
2021,2,Feb,10598262.521428572
2021,3,Mar,10495633.161290323
2021,4,Apr,10188778.266666668
2021,5,May,9707263.41935484
2021,6,Jun,9262466.693333333
2021,7,Jul,9037877.64516129
2021,8,Aug,9026163.802580645
2021,9,Sep,9015481.833333334
2021,10,Oct,8999095.129032258
2021,11,Nov,8865741.28
2021,12,Dec,8849971.251612904
2022,1,Jan,8955675.722580645
2022,2,Feb,8963991.15
2022,3,Mar,8745984.58064516
2022,4,Apr,8288246.966666667
2022,5,May,7754107.522580645
2022,6,Jun,7328495.206666666
2022,7,Jul,7082144.38
2022,8,Aug,7148597.190322581
2022,9,Sep,7282050.71
2022,10,Oct,7379486.976129032
2022,11,Nov,7276387.888
2022,12,Dec,7240077.372903226
2023,1,Jan,7373333.08516129
